id,title,description,availability,condition,price,link,image_link,additional_image_link,brand,google_product_category,product_type,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4
"bike-1786194633380","2018 KTM 1090R","🏍️ 2018 KTM 1090 Adventure R – Adventure Without Limits Built for riders who see every road as an invitation and every horizon as a destination. This exceptional 2018 KTM 1090 Adventure R was imported in 2022 and has covered only 7,808 KM. Designed to conquer both highways and rugged terrain, it delivers the perfect combination of power, comfort, and off-road capability. 🔥 Highlights: ✅ Model 2018 ✅ Imported in 2022 ✅ Only 7,808 KM Driven ✅ Unregistered ✅ Adventure R Specification ✅ Exceptional Condition Powered by KTM's legendary V-Twin engine and engineered for serious adventure riding, the 1090 Adventure R is equally at home on mountain trails, long-distance tours, and everything in between. Your passport to adrenaline-powered adventures starts here. ⚡ Low Mileage. Adventure Ready. Built to Explore.","in stock","used","","https://torquemotorsexclusive.com/bike/2018-ktm-1090r","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194567/rhyjqy44jkyvwamxpzoc.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194575/o3wvynml5e41jkg6lmj8.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194576/lcotlucyy05ww0kbus7o.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194576/ocncvgp3uotznbncn80n.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194578/fjsbxqb1oqwbs8x7gzuc.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194578/cq67euabp29irsvc9iku.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194579/uidttspfu5poskirt5pk.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194579/fe709a0z1rzhca5wgxvr.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194580/edri1weah5pqod7kthbx.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786194581/klyexnjtpv9dvuegryzq.jpg","KTM","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > KTM","2018","KTM","2022","Big bore 1000cc+","featured"
"bike-1786192822022","2022 Kawasaki Ninja H2","2022 Kawasaki Ninja H2 – Supercharged Perfection Where engineering meets adrenaline. This exceptional 2022 Kawasaki Ninja H2 was imported at the end of 2025 and has covered only 1,896 KM. Registered in Punjab and equipped with premium performance upgrades, this is a rare opportunity to own one of the world's most iconic hyperbikes. 🔥 Premium Upgrades & Features: ✅ 2022 Model ✅ End 2025 Import ✅ Punjab Registered ✅ Only 1,896 KM Driven ✅ Full Titanium Vandemon Exhaust System ✅ PUIG Racing Visor ✅ R&G Crash Guards ✅ Carbon Tank Cover ✅ Exceptional Condition Powered by Kawasaki's legendary supercharged engine, the Ninja H2 delivers explosive acceleration, breathtaking performance, and an unmistakable road presence. The full titanium Vandemon exhaust system enhances both power delivery and its signature soundtrack, while the premium upgrades add protection and an even more aggressive appearance. Built for riders who demand nothing but the extraordinary. ⚡ Ultra-Low Mileage. Premium Upgrades. Ready to Dominate.","in stock","used","","https://torquemotorsexclusive.com/bike/2022-kawasaki-ninja-h2","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192656/va5qtja7gas1g0pgzcdf.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192664/mt2iadhybpjnnnpx8vsv.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192666/q6emhgvxm0bhwadlqouc.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192670/bqlqdlm37tas3qdwcgbx.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192673/nwpgbu1d68jnnwr6s3p8.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192675/rzn7fudb5xtcen4rjxss.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192678/g1yqlbt1np6ndpxcdaw0.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192682/z1vgsqllsxbek3xbctc0.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192686/ibeopzmnvyprveyulmrq.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192689/lshw8ms3eqt1naxmbgkx.jpg","Kawasaki","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > Kawasaki","2022","Kawasaki","2025","Litre class","featured"
"bike-1786192157290","2021 Suzuki Hayabusa Gen3 · 2,916 km","2021 Suzuki Hayabusa Gen 3 – Built to Dominate Power. Presence. Performance. This stunning 2021 Suzuki Hayabusa Gen 3 arrived in 2025 import with only 2,916 KM on the clock. Combining legendary performance with premium upgrades, this machine is built for riders who demand attention wherever they go. 🔥 Premium Features & Upgrades: ✅ Fresh Import (2025) ✅ Only 2,916 KM Driven ✅ Yoshimura Exhaust System ✅ Extended Swing Arm ✅ PUIG Racing Visor ✅ R&G Crash Guards ✅ Shorty Levers ✅ Heated Grips ✅ Exceptional Condition The iconic 1340cc powerhouse delivers effortless acceleration, unmatched highway comfort, and the unmistakable road presence that has made the Hayabusa a legend for generations. Whether parked or in motion, this machine makes a statement. ⚡ Low Mileage. Premium Upgrades. Ready to Ride.","in stock","used","","https://torquemotorsexclusive.com/bike/2021-suzuki-hayabusa-gen3","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191986/cdakb6ctjwpgmk9q3vsw.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191995/wjvxh72k1rhgko9olubj.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191996/fqjnoe9v03npsndxzr4l.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191997/cimthwnt7b2as8u79sns.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191998/zvvkzcvrfexjwaixxrta.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191998/g9ezeng7ly1uutomhjwz.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191999/abclfgcwjrcxhdnzxxpc.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192000/gow0zrrpyddqjxmw51ck.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786192002/gvllxbzj04vkmlim9ykd.jpg","Suzuki","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > Suzuki","2021","Suzuki","2025","Big bore 1000cc+",""
"bike-1786191695789","2022 BMW S1000RR · 7,684 km","🏍 2022 BMW S1000RR – M-Carbon Package: Engineered for Precision Where cutting-edge German technology meets relentless track-bred power, the BMW S1000RR reigns supreme. Featuring the prestigious M-Carbon Package, this aerodynamic masterpiece offers razor-sharp handling, lightweight performance, and aggressive styling designed to dominate both track and street. This beast comes loaded with BMW factory-fitted carbon parts and premium upgrades: 🔥 Key Highlights: ✅ 2022 Model | Import 2025 ✅ Only 7,684 KM Driven ✅ Islamabad Registered ✅ Exceptional Condition ✅ M Package ✅ M Carbon Wheels ✅ DDC (Dynamic Damping Control) ✅ Race Package ✅ Dynamic Package ✅ Carbon Package ✅ Heated Grips & Cruise Control ✅ Front & Rear Carbon Hugger ✅ Side Carbon Trims ✅ BMW Foot Pegs with Carbon Inserts ✅ Radiator & Cooler Guards A true track-inspired machine built for performance and style. With its screaming Inline-4 engine, dynamic winglets, and unmatched electronics suite, this S1000RR isn't just built to ride—it's built to lead the pack. ⚡ Pure Power. Unmatched Precision. Absolute Control.","in stock","used","","https://torquemotorsexclusive.com/bike/2022-bmw-s1000rr","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191593/hzuayewuduk0uabazvzt.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191607/xsyomlipp6ufbffoq41n.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191608/ntiolkw1yi4jg4umcdws.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191608/xnoa66mg35losz59l7ao.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191610/cubwfjyzshkgrkird3xk.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191612/tsinmctj5aaoexehqnog.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191614/zpfexltdplwjbuvai9gg.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191624/o6zbb0ft8f32j3j4knuq.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191625/fpbofzsfapdom1dhgotc.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191626/e7g0cyngsoyairzougxb.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191626/bszyif1rajd2vtshbfmn.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786191627/iwsb9dpfgbxbxrid6zku.jpg","BMW","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > BMW","2022","BMW","2025","Litre class",""
"bike-1786171175951","2021 Suzuki Hayabusa Gen3 · 7,690 km","🏍️ 2021 Suzuki Hayabusa Gen 3 – Fully Loaded Performance Machine Power without compromise. Performance without limits. This stunning 2021 Suzuki Hayabusa Gen 3 arrives as a fresh 2025 import with only 7,690 KM on the clock. Equipped with premium upgrades throughout, this is the perfect machine for riders seeking legendary performance, comfort, and road presence. 🔥 Premium Upgrades & Features: ✅ 2021 Model ✅ Import (2025) ✅ Only 7,690 KM Driven ✅ Aftermarket Fairing (Original Fairing Available) ✅ Full Akrapovič Exhaust System ✅ Cool Gel Comfort Seat ✅ R&G Crash Guards ✅ Alif Performance Front & Rear Lowering Kit (Original Kit Available) ✅ ABS Brembo Braking System ✅ Heated Grips ✅ Brand New Pirelli Supercorsa Tyres ✅ Zero Gravity Double Bubble Visor ✅ Yoshimura Foot Pegs ✅ Exceptional Condition Powered by Suzuki's legendary 1340cc engine, the Hayabusa Gen 3 delivers effortless acceleration, exceptional stability, and unmatched highway performance. Every upgrade has been carefully selected to enhance both performance and rider comfort, making this a truly complete package. A legendary hyperbike that's ready for its next owner. ⚡ Fully Loaded. Premium Upgrades. Ready to Dominate.","in stock","used","","https://torquemotorsexclusive.com/bike/2021-suzuki-hayabusa-gen3","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171053/mhuphrsktk6cpdtik3cr.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171066/oscajqtdbvvjsus4fwd6.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171067/tbj5zep1nrnmxfgh9iwg.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171068/fwukhm3ddt5sixkfhrm8.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171069/fteqeebhfoesn8h2lqcm.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171069/qmscf5vbjulagzk4no9n.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171070/o5a7cigp9q7zouucrbua.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171071/uz1kllnicieimgmplkqe.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171071/erd3tgrkvp20ujqc5fpo.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171072/phflhduxer2xrayuxkpx.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171073/j683xxnz7gj8nqv4tci0.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171074/eifky7wlgnqrw6frw7nj.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171075/qccxbjtu7xjleaqwqfyh.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171075/bzxnzaqbe58vgrm65ecq.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786171083/wxfwrxyjhu1fqm1jqvnh.jpg","Suzuki","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > Suzuki","2021","Suzuki","2025","Big bore 1000cc+",""
"bike-1786169910231","2019 Suzuki DR650","🏍️ 2019 Suzuki DR650 – Adventure Starts Where the Road Ends Built for riders who believe every journey should lead somewhere extraordinary. This rugged 2019 Suzuki DR650 arrives as a 2023 import and is Islamabad registered. Equipped with premium adventure accessories, it's ready to tackle highways, mountain trails, and everything in between. 🔥 Highlights & Features: ✅ 2019 Model ✅ Imported in 2023 ✅ Islamabad Registered ✅ 644cc Reliable Single-Cylinder Engine ✅ ACERBIS Extra Capacity Fuel Tank ✅ Risen Handlebars ✅ Digital Meter ✅ Crash Guards ✅ Heavy-Duty Engine Guard ✅ Adventure Ready Renowned for its simplicity, durability, and go-anywhere capability, the DR650 remains one of the world's most trusted dual-sport motorcycles. Whether you're commuting through the city or exploring off the beaten path, this machine is built to handle it all. ⚡ Adventure Equipped. Proven Reliability. Ready to Explore.","in stock","used","","https://torquemotorsexclusive.com/bike/2019-suzuki-dr650","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169840/llwnafmhnwqspzfjsoeg.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169856/a2qge2pgwv839bozsa8p.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169863/cbfvzgomofadte5m7vwe.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169863/rj5cfw5nysuxwpetxezz.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169864/fxve8tchobx3i0ubbjsl.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169873/qvidbf0pqzf6xyi3v2xq.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169882/lnjcfktubxew3ijnuvmz.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169889/kxco33xrbgkqgsm9emf0.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786169889/oq5xngpupolmduaaq7y3.jpg","Suzuki","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > Suzuki","2019","Suzuki","2023","Mid 600-700cc",""
"bike-1786077988023","2019 Ducati Panigale V4S · 6,985 km","🏍️ 2019 Ducati Panigale V4 S – The Ultimate Italian Super bike Born from MotoGP technology. Built to thrill. This exceptional 2019 Ducati Panigale V4 S was imported in 2022, is Islamabad registered, and has covered only 6,985 KM. Loaded with premium upgrades and freshly serviced, this superbike is ready to deliver an unmatched riding experience. 🔥 Premium Highlights & Features: ✅ 2019 Model ✅ Imported in 2022 ✅ Islamabad Registered ✅ Only 6,985 KM Driven ✅ Full Titanium Akrapovič Exhaust System ✅ PUIG Racing Visor ✅ Rizoma Mirrors ✅ Wheels Vinyl Kit ✅ R&G Tank Traction Pads ✅ Original Ducati Tank Pad ✅ Lemoto Performance Seat ✅ R&G Tail Tidy ✅ DNA High-Performance Air Filter ✅ Recently Tuned ✅ All Fluids Recently Changed ✅ Exceptional Condition Powered by Ducati's race-proven V4 engine, the Panigale V4 S delivers explosive acceleration, razor-sharp handling, and the unmistakable sound of the full titanium Akrapovič exhaust. With premium upgrades and meticulous maintenance, this machine is ready for both spirited road riding and track days. A true super bike for riders who demand performance without compromise. ⚡ Freshly Serviced. Premium Upgrades. Ready to Ride.","in stock","used","","https://torquemotorsexclusive.com/bike/2019-ducati-panigale-v4s","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077916/sj4lcz004ugausmzn4wz.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077924/nae43b9fuuvcesczndd5.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077925/vff5yjgmtpujbdotrhjd.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077925/bshurfjzslltioov2pse.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077926/ickfw9eu3wj6ww5qmxq8.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077927/ojgpzrwnp2uso9fzt52h.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077937/ciybtmwezpn67jubihdo.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077943/w45ciwrye2f4rotvk0db.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077944/j5b5qsm4ezlddaasla7r.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077945/h0vqnfx08cct8xgjetxk.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077954/agfbbswhfgjwuzds5xu6.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077955/xcb1xn0n15srenej7vom.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077956/mm6k5dupdbwym4cam2dr.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077957/pizetdfihxcsfiw9ieny.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786077958/ljfrmoal4qq6adftfnxy.jpg","Ducati","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > Ducati","2019","Ducati","2022","Entry 250-400cc",""
"bike-1786075556229","2023 Yamaha R3","🏍️ 2023 Yamaha R3 – Rare, Refined & Ready to Ride The perfect entry into the world of premium sport bikes. This stunning 2023 Yamaha R3 arrives as a fresh 2026 import with only 1,051 KM on the clock. Finished in a unique color scheme rarely seen on the roads, this is truly a one-of-a-kind machine for riders who appreciate style as much as performance. 🔥 Highlights: ✅ 2023 Model ✅ Fresh Import (2026) ✅ Only 1,051 KM Driven ✅ 327cc Twin-Cylinder Engine ✅ Front & Rear ABS ✅ Unique Color Scheme ✅ Excellent Condition – Like Brand New Combining Yamaha's legendary reliability with sharp styling and confidence-inspiring handling, the R3 is built to deliver an exciting ride every time you twist the throttle. Whether you're upgrading your ride or entering the super sport world, this rare R3 is ready to impress. ⚡ Ultra-Low Mileage. Rare Color. Like New Condition.","in stock","used","","https://torquemotorsexclusive.com/bike/2023-yamaha-r3","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075484/ma8i0k20lvzlhkohu2ye.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075493/yw5ssztyo5rymw6fm919.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075504/jmv2opln34gqtnwztbgv.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075508/hlft2qyppq3nhxx5qilf.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075512/eb0bln3g8py8du7j0mtg.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075516/hrlgegr49p9kbkxc1mjf.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075520/gqrxjprglorr8qe6axgm.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075524/ailfrp06qwwb6zknclmn.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075531/kyig50713aksxhclqel2.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786075537/jej3qkf79mf0u5udnpf6.jpg","Yamaha","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > Yamaha","2023","Yamaha","2026","Entry 250-400cc",""
"bike-1786074605507","2022 BMW S1000RR · 8,894 km","🏍️ 2022 BMW S1000RR Race Package – Ready to Dominate the Road Experience pure German engineering with this stunning 2022 BMW S1000RR Race Package, imported in 2025 and driven only 8,894 KM. This machine isn't just fast — it's engineered to deliver an unmatched riding experience, whether on the road or the track. 🔥 Premium Upgrades & Extras: ✅ Punjab Registered ✅ Arrow Titanium Full Exhaust System ✅ Evotech Crash Guards ✅ GB Racing Engine Guards ✅ Puig Racing Wind Visor ✅ Genuine BMW Tank Pad Aggressive styling, race-bred technology, and showroom-condition aesthetics make this S1000RR a true head-turner. If you're looking for a superbike that offers performance, precision, and presence, this is the one.","in stock","used","","https://torquemotorsexclusive.com/bike/2022-bmw-s1000rr","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074522/ka4jqwol6ovlpftnzl4j.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074538/eavrq5uyw8awl0vu3xlr.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074539/keza7kjfvlx2e06xivth.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074539/ofpum5mc3krtnqi1hga0.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074548/jgh2bjhpv4cmsdidmgrx.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074549/smpbzvgl4rovpasjc0zo.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074550/k1djc4i5bd2gzxemnflx.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074550/qpvueifej6clxwmjlkyz.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074562/rw4snfd6amnhqeqndrhz.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1786074563/ekrlztfopwyccmmsoase.jpg","BMW","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > BMW","2022","BMW","2025","Litre class",""
"bike-1785997711999","2020 Triumph Rocket 3R","🏍️ 2020 Triumph Rocket 3R – Power Beyond Limits When ordinary motorcycles end, the Rocket 3R begins. Powered by the world's largest production motorcycle engine, this stunning 2020 Triumph Rocket 3R delivers an unmatched combination of torque, presence, and premium British engineering. 🔥 Highlights: ✅ 2,500cc Triple-Cylinder Engine ✅ Imported in February 2021 ✅ Only 9,354 KM Driven ✅ Punjab Registered ✅ Exceptional Condition With its muscular stance, breathtaking performance, and unmistakable road presence, the Rocket 3R is built for riders who refuse to blend in. This isn't just a motorcycle—it's a statement of power, confidence, and individuality. ⚡ Massive Torque. Premium Engineering. Pure Dominance.","in stock","used","","https://torquemotorsexclusive.com/bike/2020-rocket-3r-2020","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997631/arc1j81ymtnuqpkdttbl.jpg","https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997641/drsyywjfxsra4h0wepur.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997648/pte65zfq7wgk27kef0z4.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997648/ny58qaejb0fiqsqamugg.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997658/n4y58qsik0zr8pssnpna.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997659/keybzktc82q2qo8bmbgg.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997670/b4mrtsy4f0txdk4ihpmy.jpg,https://res.cloudinary.com/szj0edrf/image/upload/q_auto,f_auto,w_1200/v1785997671/mqunlosts14iauncgfna.jpg","Triumph","Vehicles & Parts > Vehicles > Motor Vehicles > Motorcycles & Scooters","Motorcycles > Triumph","2020","Triumph","2021","Big bore 1000cc+",""
